order_id,seller_id,order_date,total_amount
Or4958,S355,2023-10-21,155.17
Or4959,S818,2023-06-13,123.27
Or4960,S987,2022-01-23,218.28
Or4961,S312,2021-11-16,194.83
Or4962,S311,2022-10-18,82.47
Or4963,S291,2024-04-21,300.63
Or4964,S680,2024-07-04,204.69
Or4965,S170,2022-07-04,409.47
Or4966,S310,2025-03-25,192.27
Or4967,S887,2023-03-08,95.81
Or4968,S773,2021-12-20,244.17
Or4969,S633,2022-07-29,233.47
Or4970,S836,2023-10-17,375.32
Or4971,S578,2025-03-25,497.17
Or4972,S364,2025-05-17,410.08
Or4973,S329,2025-05-27,264.5
Or4974,S794,2023-09-08,115.21
Or4975,S937,2023-10-10,284.4
Or4976,S800,2023-12-30,103.42
Or4977,S743,2021-10-13,246.91
Or4978,S407,2023-01-05,289.14
Or4979,S167,2023-01-05,130.07
Or4980,S753,2023-06-12,442.55
Or4981,S227,2024-04-06,412.6
Or4982,S802,2021-06-08,376.91
Or4983,S925,2020-11-26,148.7
Or4984,S206,2022-05-05,34.2
Or4985,S9,2023-03-06,176.62
Or4986,S289,2021-08-25,492.36
Or4987,S99,2021-05-10,42.44
Or4988,S393,2024-02-19,210.88
Or4989,S613,2024-11-25,178.47
Or4990,S999,2022-09-12,472.39
Or4991,S922,2024-05-17,378.31
Or4992,S781,2021-06-05,326.15
Or4993,S518,2021-07-27,46.69
Or4994,S245,2022-02-24,22.29
Or4995,S305,2025-01-13,258.54
Or4996,S225,2021-04-09,354.18
Or4997,S847,2021-04-02,171.12
Or4998,S942,2023-06-16,124.58
Or4999,S188,2023-09-07,134.64
Or5000,S286,2020-07-19,422.39
Or5001,S735,2024-05-05,467.49
Or5002,S497,2022-08-26,245.35
Or5003,S539,2021-03-03,492.13
Or5004,S948,2022-05-30,197.43
Or5005,S202,2022-09-21,92.6
Or5006,S433,2024-03-17,139.61
Or5007,S668,2022-06-26,419.96
Or5008,S136,2024-09-01,41.71
Or5009,S278,2024-10-24,132.95
Or5010,S482,2023-03-21,296.56
Or5011,S509,2022-11-05,44.17
Or5012,S647,2023-12-12,447.23
Or5013,S321,2023-03-02,29.09
Or5014,S347,2022-09-18,289.61
Or5015,S178,2022-08-24,209.24
Or5016,S656,2022-07-19,52.78
Or5017,S723,2024-05-18,420.37
Or5018,S414,2023-05-03,307.92
Or5019,S605,2020-07-31,360.78
Or5020,S115,2021-12-29,381.4
Or5021,S412,2020-12-31,344.76
Or5022,S491,2022-06-01,291.07
Or5023,S783,2023-08-15,44.2
Or5024,S201,2024-01-15,58.52
Or5025,S546,2024-01-29,244.4
Or5026,S852,2025-05-15,168.93
Or5027,S868,2023-05-14,317.29
Or5028,S302,2023-11-27,134.66
Or5029,S924,2020-12-15,279.72
Or5030,S361,2023-12-01,373.9
Or5031,S296,2025-01-27,453.58
Or5032,S932,2024-08-10,76.78
Or5033,S766,2022-05-19,192.49
Or5034,S716,2023-08-16,126.06
Or5035,S142,2023-11-29,497.8
Or5036,S858,2020-06-30,223.35
Or5037,S855,2020-10-23,82.37
Or5038,S57,2022-07-04,191.61
Or5039,S479,2024-09-07,465.63
Or5040,S723,2024-03-10,480.19
Or5041,S338,2024-11-05,247.53
Or5042,S966,2023-04-02,101.58
Or5043,S181,2020-10-08,274.82
Or5044,S362,2022-06-25,73.06
Or5045,S553,2021-07-13,187.94
Or5046,S641,2022-08-24,188.97
Or5047,S182,2020-08-03,203.95
Or5048,S927,2022-09-17,171.36
Or5049,S270,2025-04-03,88.52
Or5050,S152,2022-03-06,293.48
Or5051,S94,2022-10-31,248.95
Or5052,S380,2022-09-15,124.76
Or5053,S297,2021-08-29,72.96
Or5054,S713,2022-01-05,222.85
Or5055,S926,2023-12-17,355.44
Or5056,S471,2023-10-24,190.88
Or5057,S159,2024-07-30,263.3
Or5058,S724,2024-08-07,282.41
Or5059,S45,2022-12-10,210.6
Or5060,S101,2020-12-10,194.99
Or5061,S912,2020-10-29,394.49
Or5062,S636,2021-11-03,154.16
Or5063,S888,2023-07-27,73.58
Or5064,S505,2020-10-05,99.66
Or5065,S147,2022-03-05,465.68
Or5066,S471,2024-03-01,469.48
Or5067,S986,2020-10-23,245.23
Or5068,S22,2024-06-02,446.28
Or5069,S415,2020-06-16,406.76
Or5070,S796,2022-08-14,172.19
Or5071,S381,2021-12-10,452.43
Or5072,S991,2021-01-22,247.76
Or5073,S456,2022-09-24,91.27
Or5074,S229,2022-10-13,229.39
Or5075,S598,2021-09-07,255.98
Or5076,S360,2025-06-04,156.93
Or5077,S779,2022-06-26,282.92
Or5078,S838,2025-01-23,407.33
Or5079,S679,2022-07-19,51.38
Or5080,S756,2020-10-09,338.81
Or5081,S29,2021-01-07,379.52
Or5082,S414,2022-01-10,341.05
Or5083,S575,2022-12-17,158.14
Or5084,S75,2021-06-18,251.72
Or5085,S271,2021-06-07,415.94
Or5086,S57,2023-02-04,389.65
Or5087,S185,2021-04-25,58.02
Or5088,S812,2021-10-18,133.11
Or5089,S793,2022-09-24,171.73
Or5090,S484,2020-09-16,177.17
Or5091,S665,2024-12-26,96.28
Or5092,S667,2020-12-26,424.41
Or5093,S353,2023-10-14,134.63
Or5094,S419,2021-03-03,460.98
Or5095,S5,2020-08-20,155.92
Or5096,S716,2024-07-06,164.31
Or5097,S422,2022-03-02,137.62
Or5098,S778,2021-12-21,343.64
Or5099,S596,2020-09-10,164.35
Or5100,S1,2022-06-20,247.81
Or5101,S826,2021-12-08,118.82
Or5102,S726,2022-06-09,222.74
Or5103,S158,2022-12-24,245.05
Or5104,S835,2020-10-21,54.11
Or5105,S67,2024-02-18,171.42
Or5106,S777,2022-02-25,59.57
Or5107,S552,2020-10-19,400.49
Or5108,S549,2020-10-07,170.02
Or5109,S624,2023-08-24,82.48
Or5110,S226,2024-11-12,256.05
Or5111,S337,2022-07-27,401.27
Or5112,S569,2024-09-03,223.99
Or5113,S428,2021-09-19,210.94
Or5114,S577,2023-04-14,430.13
Or5115,S950,2023-02-07,48.38
Or5116,S336,2022-02-21,37.44
Or5117,S662,2023-11-27,424.1
Or5118,S572,2020-11-29,61.72
Or5119,S901,2020-10-27,68.0
Or5120,S996,2023-07-16,454.85
Or5121,S326,2023-02-21,121.69
Or5122,S924,2024-05-22,398.83
Or5123,S449,2022-11-18,479.64
Or5124,S457,2020-11-23,38.12
Or5125,S712,2023-03-01,408.77
Or5126,S985,2022-04-28,59.71
Or5127,S793,2023-08-07,275.7
Or5128,S205,2024-05-11,138.05
Or5129,S336,2023-01-18,350.2
Or5130,S640,2023-09-14,67.57
Or5131,S931,2021-03-31,148.11
Or5132,S176,2022-02-26,321.57
Or5133,S455,2024-04-19,82.4
Or5134,S373,2024-04-27,189.53
Or5135,S574,2021-06-25,390.54
Or5136,S577,2025-02-14,142.14
Or5137,S433,2022-06-22,33.93
Or5138,S544,2023-12-17,276.61
Or5139,S785,2020-07-25,220.67
Or5140,S428,2023-02-28,135.73
Or5141,S35,2021-12-06,298.46
Or5142,S424,2020-07-12,459.61
Or5143,S220,2022-11-18,211.86
Or5144,S808,2021-08-29,341.3
Or5145,S606,2022-12-18,285.99
Or5146,S881,2022-04-12,238.2
Or5147,S50,2024-06-29,249.11
Or5148,S101,2020-07-22,347.39
Or5149,S857,2022-07-24,279.46
Or5150,S416,2022-03-02,439.31
Or5151,S735,2023-10-27,155.03
Or5152,S200,2024-12-01,164.26
Or5153,S308,2023-03-01,243.53
Or5154,S453,2023-10-08,27.41
Or5155,S543,2024-03-14,292.3
Or5156,S547,2023-01-28,424.33
Or5157,S243,2020-11-04,268.5
Or5158,S227,2023-12-28,19.3
Or5159,S536,2022-10-19,189.65
Or5160,S234,2023-04-09,132.36
Or5161,S929,2021-02-18,217.71
Or5162,S869,2023-12-03,479.89
Or5163,S331,2025-04-10,285.24
Or5164,S231,2020-11-02,170.47
Or5165,S822,2024-10-06,394.79
Or5166,S425,2021-04-10,255.67
Or5167,S45,2025-05-20,340.63
Or5168,S813,2023-01-29,439.59
Or5169,S367,2020-11-10,231.36
Or5170,S634,2020-09-05,134.82
Or5171,S231,2025-04-24,444.38
Or5172,S316,2022-08-17,125.2
Or5173,S654,2023-01-23,243.31
Or5174,S228,2021-01-21,263.45
Or5175,S530,2022-03-02,250.37
Or5176,S723,2024-07-03,72.83
Or5177,S824,2024-01-22,71.25
Or5178,S723,2023-11-26,499.0
Or5179,S22,2024-04-15,473.17
Or5180,S967,2021-07-31,223.13
Or5181,S972,2021-10-13,114.2
Or5182,S69,2024-03-26,462.24
Or5183,S765,2020-08-27,75.42
Or5184,S854,2023-03-11,52.92
Or5185,S573,2021-12-26,448.83
Or5186,S577,2021-03-30,219.63
Or5187,S161,2021-09-26,414.76
Or5188,S402,2021-07-08,113.92
Or5189,S829,2022-08-15,396.33
Or5190,S738,2021-08-10,376.01
Or5191,S135,2024-10-04,96.48
Or5192,S720,2020-11-16,462.23
Or5193,S111,2024-06-08,446.69
Or5194,S709,2020-08-01,230.65
Or5195,S445,2021-10-03,340.04
Or5196,S952,2022-06-15,70.75
Or5197,S561,2024-08-24,234.26
Or5198,S845,2023-10-10,93.74
Or5199,S894,2023-05-24,244.88
Or5200,S226,2023-11-29,192.45
Or5201,S793,2022-05-10,96.96
Or5202,S349,2023-05-21,92.19
Or5203,S10,2020-10-22,159.93
Or5204,S394,2024-12-25,358.89
Or5205,S876,2024-09-10,353.06
Or5206,S428,2021-03-02,249.12
Or5207,S1000,2021-07-23,70.12
Or5208,S172,2023-03-05,341.85
Or5209,S127,2023-08-31,322.77
Or5210,S275,2022-04-13,306.93
Or5211,S246,2020-11-21,197.83
Or5212,S902,2023-03-11,193.27
Or5213,S998,2022-11-24,368.82
Or5214,S406,2023-12-06,81.7
Or5215,S336,2023-08-26,85.42
Or5216,S849,2021-11-23,49.79
Or5217,S331,2022-08-18,154.42
Or5218,S662,2022-03-09,21.13
Or5219,S785,2024-05-11,110.99
Or5220,S910,2021-10-29,62.07
Or5221,S872,2024-05-03,119.97
Or5222,S451,2021-12-22,143.56
Or5223,S658,2024-12-10,74.98
Or5224,S970,2023-05-12,317.27
Or5225,S177,2023-02-14,120.48
Or5226,S855,2020-06-11,313.05
Or5227,S208,2021-10-30,428.44
Or5228,S256,2021-12-11,206.23
Or5229,S238,2024-01-18,390.26
Or5230,S440,2020-07-17,330.81
Or5231,S590,2020-08-22,53.92
Or5232,S106,2024-05-14,494.17
Or5233,S856,2025-05-18,252.64
Or5234,S880,2021-07-17,49.12
Or5235,S353,2023-10-19,348.98
Or5236,S898,2021-09-20,419.68
Or5237,S634,2021-01-10,164.65
Or5238,S970,2021-11-20,316.62
Or5239,S890,2024-07-19,288.89
Or5240,S775,2021-04-12,276.08
Or5241,S819,2023-12-01,309.34
Or5242,S92,2025-01-01,457.48
Or5243,S95,2024-04-21,396.24
Or5244,S414,2024-05-28,448.7
Or5245,S919,2023-04-29,316.16
Or5246,S266,2021-06-23,476.3
Or5247,S622,2024-08-07,115.91
Or5248,S871,2025-03-11,37.04
Or5249,S369,2025-03-26,224.74
Or5250,S473,2024-08-29,395.34
Or5251,S90,2024-05-22,120.54
Or5252,S662,2024-02-21,29.75
Or5253,S856,2023-01-15,399.75
Or5254,S822,2020-09-28,113.8
Or5255,S568,2023-03-25,478.83
Or5256,S623,2022-08-12,56.45
Or5257,S2,2025-04-18,87.52
Or5258,S907,2022-04-03,281.94
Or5259,S471,2025-03-29,240.56
Or5260,S219,2020-08-02,458.57
Or5261,S690,2023-05-23,276.24
Or5262,S782,2025-05-24,270.57
Or5263,S886,2020-07-30,85.16
Or5264,S348,2025-01-12,43.11
Or5265,S688,2025-04-28,239.97
Or5266,S877,2022-07-24,411.24
Or5267,S298,2024-09-07,357.01
Or5268,S671,2025-02-11,24.01
Or5269,S277,2021-07-24,472.2
Or5270,S443,2022-09-02,437.88
Or5271,S178,2022-09-10,444.67
Or5272,S919,2020-07-06,143.83
Or5273,S157,2020-08-20,340.04
Or5274,S470,2020-12-15,338.24
Or5275,S276,2023-11-21,474.79
Or5276,S588,2023-04-04,238.16
Or5277,S115,2023-03-01,139.58
Or5278,S259,2024-09-18,468.04
Or5279,S59,2024-11-22,451.95
Or5280,S70,2021-05-15,391.53
Or5281,S936,2024-06-13,490.07
Or5282,S160,2023-05-21,396.37
Or5283,S312,2021-06-12,244.63
Or5284,S219,2024-07-26,51.64
Or5285,S252,2025-03-26,57.51
Or5286,S2,2021-07-05,115.96
Or5287,S46,2021-11-27,150.42
Or5288,S102,2021-01-28,109.14
Or5289,S577,2024-01-28,352.05
Or5290,S624,2023-02-22,498.09
Or5291,S985,2023-01-12,166.28
Or5292,S122,2021-10-13,460.48
Or5293,S296,2023-01-08,164.37
Or5294,S276,2020-11-13,330.59
Or5295,S66,2022-07-08,463.72
Or5296,S336,2021-04-07,210.4
Or5297,S308,2025-02-18,34.1
Or5298,S218,2023-06-14,128.89
Or5299,S346,2025-05-08,23.06
Or5300,S546,2022-09-13,288.44
Or5301,S655,2025-02-02,477.15
Or5302,S194,2021-01-10,28.33
Or5303,S123,2020-08-23,116.98
Or5304,S325,2022-01-07,470.46
Or5305,S506,2021-09-26,324.91
Or5306,S535,2021-07-23,217.14
Or5307,S257,2021-07-19,385.95
Or5308,S961,2021-03-23,239.16
Or5309,S3,2024-10-18,169.08
Or5310,S787,2024-04-20,187.01
Or5311,S355,2022-04-08,44.76
Or5312,S644,2025-01-25,429.79
Or5313,S578,2020-08-05,495.6
Or5314,S840,2024-04-09,192.75
Or5315,S674,2023-01-07,214.17
Or5316,S435,2020-06-22,18.8
Or5317,S421,2024-03-30,239.31
Or5318,S582,2022-07-03,125.07
Or5319,S385,2023-12-25,207.42
Or5320,S602,2022-12-27,121.7
Or5321,S376,2021-06-26,414.55
Or5322,S952,2024-09-08,266.88
Or5323,S86,2020-06-09,248.32
Or5324,S467,2024-03-31,383.91
Or5325,S755,2023-12-08,466.55
Or5326,S512,2022-08-15,219.02
Or5327,S214,2022-10-02,335.74
Or5328,S105,2023-04-11,259.18
Or5329,S664,2024-10-29,401.71
Or5330,S466,2023-11-19,145.41
Or5331,S526,2024-03-23,180.81
Or5332,S275,2025-01-04,194.09
Or5333,S726,2022-01-29,342.57
Or5334,S308,2024-07-16,161.65
Or5335,S905,2022-07-12,121.43
Or5336,S575,2021-10-21,24.67
Or5337,S213,2024-01-17,152.34
Or5338,S713,2021-01-01,226.24
Or5339,S537,2023-03-20,298.14
Or5340,S147,2020-11-20,155.99
Or5341,S583,2024-06-22,446.02
Or5342,S949,2023-05-05,54.33
Or5343,S925,2025-03-08,93.51
Or5344,S215,2021-07-07,223.18
Or5345,S711,2023-03-08,133.94
Or5346,S687,2024-11-20,435.76
Or5347,S326,2024-08-16,111.93
Or5348,S954,2020-10-29,86.92
Or5349,S958,2024-12-25,259.55
Or5350,S823,2023-04-28,271.94
Or5351,S598,2025-03-28,177.84
Or5352,S944,2023-04-03,167.48
Or5353,S51,2023-11-23,314.01
Or5354,S585,2021-05-25,279.71
Or5355,S787,2024-10-04,113.59
Or5356,S38,2023-02-18,419.89
Or5357,S930,2020-10-06,89.93
Or5358,S902,2022-08-01,413.09
Or5359,S433,2023-10-06,318.68
Or5360,S938,2023-11-16,67.47
Or5361,S221,2022-02-03,170.95
Or5362,S3,2021-01-11,367.22
Or5363,S95,2024-04-01,290.24
Or5364,S672,2023-10-22,214.6
Or5365,S183,2023-05-01,90.71
Or5366,S322,2024-10-04,456.64
Or5367,S477,2021-05-29,79.95
Or5368,S587,2023-05-04,248.5
Or5369,S958,2024-05-03,375.18
Or5370,S304,2022-08-26,62.03
Or5371,S756,2024-03-02,73.04
Or5372,S787,2024-03-23,430.91
Or5373,S50,2022-08-13,380.06
Or5374,S711,2024-05-21,434.34
Or5375,S85,2025-01-01,141.02
Or5376,S960,2024-11-08,260.83
Or5377,S881,2022-05-05,261.06
Or5378,S559,2023-07-17,224.95
Or5379,S379,2020-08-30,343.77
Or5380,S257,2021-10-10,339.77
Or5381,S466,2024-12-18,437.05
Or5382,S321,2022-09-21,74.1
Or5383,S870,2020-07-13,277.95
Or5384,S359,2020-09-03,353.23
Or5385,S500,2022-05-01,255.99
Or5386,S259,2021-01-31,425.26
Or5387,S746,2023-05-27,15.42
Or5388,S33,2024-08-10,261.19
Or5389,S316,2022-06-08,221.19
Or5390,S294,2020-09-04,411.41
Or5391,S517,2022-05-09,398.39
Or5392,S10,2023-11-12,379.29
Or5393,S173,2023-02-01,408.58
Or5394,S652,2020-12-29,27.41
Or5395,S623,2024-05-22,429.17
Or5396,S253,2024-05-21,296.6
Or5397,S313,2023-07-08,120.26
Or5398,S149,2021-01-06,483.66
Or5399,S326,2021-09-23,157.44
Or5400,S979,2022-05-31,37.39
Or5401,S786,2024-12-07,303.53
Or5402,S176,2022-08-13,474.91
Or5403,S727,2021-02-02,299.57
Or5404,S421,2021-02-02,240.53
Or5405,S346,2022-08-15,402.75
Or5406,S930,2021-07-06,16.61
Or5407,S680,2022-06-30,49.17
Or5408,S750,2024-01-22,295.82
Or5409,S934,2024-05-12,352.41
Or5410,S515,2021-03-30,285.35
Or5411,S307,2024-09-03,423.13
Or5412,S92,2022-12-06,255.86
Or5413,S30,2022-11-12,425.77
Or5414,S649,2025-04-06,163.97
Or5415,S41,2025-04-30,171.32
Or5416,S48,2020-07-08,174.41
Or5417,S18,2021-07-12,332.13
Or5418,S837,2022-03-13,187.86
Or5419,S285,2022-12-31,47.38
Or5420,S780,2020-07-26,340.43
Or5421,S550,2023-11-15,348.64
Or5422,S855,2021-08-15,236.72
Or5423,S107,2021-08-30,327.68
Or5424,S232,2021-01-27,464.56
Or5425,S570,2025-02-28,436.63
Or5426,S684,2021-11-03,310.63
Or5427,S418,2021-07-14,437.75
Or5428,S491,2020-12-24,473.47
Or5429,S411,2022-01-27,495.85
Or5430,S877,2021-09-15,135.29
Or5431,S556,2022-02-09,94.96
Or5432,S652,2024-05-03,400.67
Or5433,S355,2025-01-13,254.35
Or5434,S204,2021-08-16,10.37
Or5435,S640,2024-03-18,51.55
Or5436,S122,2023-05-07,263.32
Or5437,S519,2022-06-07,10.36
Or5438,S805,2021-07-28,85.64
Or5439,S862,2020-09-07,39.97
Or5440,S131,2024-06-06,244.33
Or5441,S541,2025-03-06,200.75
Or5442,S22,2024-02-09,123.3
Or5443,S340,2020-10-12,490.86
Or5444,S49,2020-07-03,410.02
Or5445,S291,2023-12-17,243.85
Or5446,S430,2025-02-20,216.05
Or5447,S769,2025-05-05,438.88
Or5448,S479,2023-12-24,356.01
Or5449,S317,2022-09-11,481.99
Or5450,S593,2022-04-23,18.81
Or5451,S468,2024-12-11,304.42
Or5452,S681,2020-11-28,372.6
Or5453,S51,2025-04-21,490.23
Or5454,S131,2022-03-14,237.06
Or5455,S233,2024-09-17,233.54
Or5456,S461,2022-12-14,70.85
Or5457,S535,2024-11-10,471.25
Or5458,S478,2025-04-16,164.74
Or5459,S418,2024-06-18,248.84
Or5460,S502,2025-01-20,91.7
Or5461,S457,2022-05-13,486.16
Or5462,S987,2022-12-16,110.82
Or5463,S302,2024-09-04,108.84
Or5464,S933,2021-11-03,286.22
Or5465,S238,2024-06-11,152.57
Or5466,S439,2024-07-05,22.43
Or5467,S49,2022-09-16,68.21
Or5468,S608,2021-05-17,113.14
Or5469,S200,2023-01-10,63.83
Or5470,S562,2021-02-12,192.34
Or5471,S815,2021-03-25,207.39
Or5472,S773,2022-01-15,349.55
Or5473,S555,2023-10-14,67.65
Or5474,S47,2022-01-13,408.41
Or5475,S766,2021-09-28,71.53
Or5476,S268,2023-03-23,388.11
Or5477,S359,2022-09-23,452.49
Or5478,S291,2024-01-20,192.47
Or5479,S767,2021-02-26,49.35
Or5480,S285,2025-01-07,457.0
Or5481,S71,2025-05-25,294.6
Or5482,S130,2021-12-07,450.49
Or5483,S675,2023-11-10,380.8
Or5484,S263,2020-09-28,277.57
Or5485,S683,2024-04-01,422.73
Or5486,S580,2023-12-17,292.45
Or5487,S936,2022-09-18,11.61
Or5488,S600,2022-06-03,396.68
Or5489,S718,2021-02-23,453.71
Or5490,S232,2024-01-04,59.9
Or5491,S194,2023-04-05,413.93
Or5492,S100,2023-06-21,98.73
Or5493,S836,2025-04-16,423.29
Or5494,S541,2025-02-19,234.96
Or5495,S757,2022-01-19,121.64
Or5496,S926,2023-05-19,403.44
Or5497,S644,2023-01-26,441.02
Or5498,S191,2024-07-26,157.74
Or5499,S619,2021-09-16,178.59
Or5500,S888,2022-03-27,359.93
Or5501,S718,2024-05-21,387.53
Or5502,S8,2020-11-03,303.49
Or5503,S324,2022-09-14,354.44
Or5504,S743,2021-12-31,272.65
Or5505,S881,2021-10-21,138.12
Or5506,S562,2021-06-19,153.21
Or5507,S278,2023-05-12,200.13
Or5508,S647,2024-05-19,289.84
Or5509,S132,2020-09-22,59.44
Or5510,S258,2020-10-01,417.95
Or5511,S259,2023-10-03,279.74
Or5512,S253,2024-03-01,439.2
Or5513,S432,2022-08-21,108.79
Or5514,S553,2020-11-04,458.05
Or5515,S483,2022-08-01,112.02
Or5516,S288,2021-03-30,484.29
Or5517,S463,2021-01-28,106.2
Or5518,S272,2021-05-11,455.95
Or5519,S714,2022-01-22,264.18
Or5520,S955,2024-10-21,302.61
Or5521,S374,2025-03-01,72.12
Or5522,S196,2020-06-21,159.65
Or5523,S334,2020-11-29,59.21
Or5524,S397,2024-03-14,66.9
Or5525,S37,2025-05-20,138.13
Or5526,S705,2022-12-10,404.06
Or5527,S389,2023-04-10,305.92
Or5528,S594,2025-01-08,182.79
Or5529,S267,2025-01-06,140.4
Or5530,S500,2024-03-10,496.53
Or5531,S674,2022-01-06,13.01
Or5532,S424,2024-11-17,268.58
Or5533,S592,2023-05-26,21.95
Or5534,S823,2020-12-26,171.63
Or5535,S362,2024-01-17,255.73
Or5536,S168,2024-10-17,69.71
Or5537,S357,2021-07-16,409.68
Or5538,S262,2023-03-12,495.9
Or5539,S210,2022-04-04,466.76
Or5540,S426,2024-04-01,440.12
Or5541,S41,2021-02-04,175.72
Or5542,S339,2024-03-01,30.52
Or5543,S453,2024-07-03,409.06
Or5544,S746,2022-02-05,155.17
Or5545,S690,2024-05-13,306.94
Or5546,S894,2021-11-28,227.91
Or5547,S663,2022-07-21,66.59
Or5548,S930,2022-01-06,318.87
Or5549,S934,2022-08-11,175.71
Or5550,S206,2024-11-16,308.27
Or5551,S906,2024-04-12,23.37
Or5552,S649,2024-01-11,44.56
Or5553,S144,2021-11-09,191.0
Or5554,S463,2023-11-19,35.27
Or5555,S974,2024-03-15,147.47
Or5556,S417,2021-12-20,359.63
Or5557,S894,2021-03-17,109.9
Or5558,S532,2023-06-06,176.65
Or5559,S235,2022-09-29,369.19
Or5560,S586,2024-02-13,335.78
Or5561,S634,2023-04-14,161.48
Or5562,S9,2020-07-16,256.37
Or5563,S210,2022-02-12,208.17
Or5564,S362,2020-12-30,449.89
Or5565,S2,2021-05-17,181.76
Or5566,S483,2023-02-14,125.49
Or5567,S861,2022-09-29,179.46
Or5568,S674,2023-12-02,148.74
Or5569,S694,2024-12-17,254.48
Or5570,S181,2025-04-22,278.02
Or5571,S301,2021-03-10,116.95
Or5572,S828,2024-04-30,109.58
Or5573,S413,2025-05-22,455.58
Or5574,S212,2024-02-28,170.15
Or5575,S748,2023-02-09,341.34
Or5576,S353,2022-04-08,394.29
Or5577,S309,2022-05-31,351.33
Or5578,S186,2022-08-14,36.31
Or5579,S533,2025-01-21,307.84
Or5580,S37,2022-01-27,141.47
Or5581,S143,2024-06-08,467.02
Or5582,S67,2022-01-23,335.27
Or5583,S644,2025-02-17,174.75
Or5584,S572,2021-06-27,492.56
Or5585,S916,2022-05-12,371.69
Or5586,S413,2021-04-08,315.04
Or5587,S496,2023-11-16,50.79
Or5588,S347,2022-05-04,375.2
Or5589,S622,2021-10-01,326.7
Or5590,S630,2022-12-16,340.71
Or5591,S71,2024-07-25,434.11
Or5592,S434,2021-04-25,253.22
Or5593,S567,2023-02-05,320.01
Or5594,S914,2020-10-05,465.82
Or5595,S106,2020-07-15,187.75
Or5596,S792,2023-07-27,108.54
Or5597,S132,2021-02-09,431.99
Or5598,S852,2022-11-10,329.25
Or5599,S129,2022-09-07,30.06
Or5600,S183,2020-12-18,297.18
Or5601,S514,2022-04-14,357.89
Or5602,S879,2025-04-21,73.25
Or5603,S427,2022-01-27,323.89
Or5604,S889,2023-10-26,457.61
Or5605,S882,2021-06-29,196.57
Or5606,S218,2021-08-13,270.41
Or5607,S953,2022-08-17,421.23
Or5608,S15,2021-09-01,113.2
Or5609,S153,2020-10-21,337.3
Or5610,S357,2023-08-10,257.94
Or5611,S305,2021-08-18,337.05
Or5612,S649,2021-11-26,340.09
Or5613,S682,2023-05-27,23.83
Or5614,S488,2022-05-02,201.09
Or5615,S639,2021-05-19,280.58
Or5616,S960,2022-01-26,398.98
Or5617,S495,2022-10-19,343.78
Or5618,S946,2025-02-04,370.44
Or5619,S212,2020-09-02,269.09
Or5620,S208,2024-03-09,486.46
Or5621,S903,2025-01-04,82.7
Or5622,S948,2024-05-08,50.03
Or5623,S949,2022-04-19,449.48
Or5624,S719,2022-10-12,28.25
Or5625,S866,2020-08-14,429.59
Or5626,S778,2022-11-12,418.49
Or5627,S132,2025-06-08,215.04
Or5628,S990,2020-12-08,376.18
Or5629,S567,2023-12-28,274.14
Or5630,S592,2021-07-04,384.03
Or5631,S218,2022-08-18,357.92
Or5632,S687,2022-06-27,345.38
Or5633,S158,2025-01-12,55.9
Or5634,S430,2023-11-24,143.19
Or5635,S133,2021-02-03,59.19
Or5636,S987,2020-06-24,346.12
Or5637,S997,2021-02-15,354.82
Or5638,S273,2024-01-30,456.38
Or5639,S950,2023-09-11,116.85
Or5640,S268,2021-10-07,158.47
Or5641,S16,2021-10-07,370.36
Or5642,S26,2025-01-28,454.09
Or5643,S812,2021-05-21,176.4
Or5644,S192,2020-11-09,29.14
Or5645,S629,2023-06-17,381.45
Or5646,S951,2023-11-28,403.05
Or5647,S76,2021-11-15,330.59
Or5648,S235,2020-09-07,454.35
Or5649,S501,2025-05-18,122.06
Or5650,S250,2023-07-08,10.82
Or5651,S867,2020-09-29,202.66
Or5652,S190,2023-07-28,406.32
Or5653,S623,2023-03-28,124.62
Or5654,S46,2024-07-27,183.95
Or5655,S574,2021-06-18,392.32
Or5656,S692,2024-12-22,45.01
Or5657,S398,2021-10-20,337.78
Or5658,S295,2024-01-29,99.7
Or5659,S197,2022-09-18,192.11
Or5660,S45,2021-12-14,211.41
Or5661,S226,2024-10-24,238.46
Or5662,S248,2024-12-05,14.63
Or5663,S448,2023-03-20,416.56
Or5664,S973,2024-10-06,439.25
Or5665,S721,2025-01-31,110.65
Or5666,S904,2023-09-12,310.09
Or5667,S491,2024-09-17,40.87
Or5668,S265,2025-04-06,332.72
Or5669,S58,2022-09-03,497.31
Or5670,S228,2024-10-25,152.15
Or5671,S891,2023-01-07,113.03
Or5672,S892,2023-10-15,86.39
Or5673,S906,2022-02-07,90.67
Or5674,S518,2024-04-18,499.5
Or5675,S874,2020-12-14,59.58
Or5676,S885,2021-12-31,299.81
Or5677,S855,2024-03-12,194.32
Or5678,S218,2021-08-21,17.12
Or5679,S800,2020-11-22,435.62
Or5680,S638,2021-02-20,194.19
Or5681,S697,2021-09-06,156.61
Or5682,S295,2022-01-19,426.82
Or5683,S867,2021-07-05,58.98
Or5684,S812,2023-03-05,207.36
Or5685,S912,2021-11-20,342.57
Or5686,S298,2020-08-13,10.76
Or5687,S495,2023-11-08,130.05
Or5688,S531,2024-10-03,389.98
Or5689,S423,2021-11-11,247.35
Or5690,S326,2021-03-20,138.14
Or5691,S681,2022-03-29,15.63
Or5692,S828,2024-11-12,101.37
