inventory_id,product_id,seller_id,stock_level
Inv1929,P5321,S431,0
Inv1930,P8402,S398,68
Inv1931,P9200,S172,20
Inv1932,P5441,S8,48
Inv1933,P2998,S690,9
Inv1934,P8820,S87,39
Inv1935,P5266,S483,24
Inv1936,P6478,S41,12
Inv1937,P7649,S568,34
Inv1938,P5083,S86,90
Inv1939,P5038,S627,80
Inv1940,P4209,S81,31
Inv1941,P8973,S642,42
Inv1942,P6673,S367,39
Inv1943,P5421,S966,84
Inv1944,P5392,S987,20
Inv1945,P4703,S925,87
Inv1946,P3592,S448,0
Inv1947,P1253,S12,30
Inv1948,P1229,S517,51
Inv1949,P2080,S916,95
Inv1950,P8887,S174,51
Inv1951,P5427,S9,42
Inv1952,P3330,S153,66
Inv1953,P1841,S421,7
Inv1954,P6746,S826,94
Inv1955,P7073,S946,59
Inv1956,P7048,S215,3
Inv1957,P3807,S988,32
Inv1958,P8643,S296,14
Inv1959,P6505,S56,77
Inv1960,P2606,S727,18
Inv1961,P4192,S574,68
Inv1962,P4048,S25,35
Inv1963,P6015,S802,28
Inv1964,P7441,S619,69
Inv1965,P3026,S523,83
Inv1966,P3582,S135,97
Inv1967,P5424,S267,25
Inv1968,P7359,S929,56
Inv1969,P5576,S828,67
Inv1970,P1990,S609,41
Inv1971,P9707,S112,99
Inv1972,P6110,S320,41
Inv1973,P9994,S392,24
Inv1974,P9772,S247,86
Inv1975,P4297,S522,70
Inv1976,P7571,S468,15
Inv1977,P5917,S680,44
Inv1978,P7066,S109,39
Inv1979,P2830,S894,11
Inv1980,P3175,S220,38
Inv1981,P2825,S82,71
Inv1982,P7943,S118,47
Inv1983,P3920,S500,10
Inv1984,P5685,S329,15
Inv1985,P1488,S867,81
Inv1986,P3960,S511,44
Inv1987,P2219,S283,17
Inv1988,P5837,S71,45
Inv1989,P6919,S503,39
Inv1990,P7977,S589,89
Inv1991,P4939,S455,100
Inv1992,P8449,S469,27
Inv1993,P2456,S529,25
Inv1994,P6313,S570,54
Inv1995,P1136,S757,8
Inv1996,P8120,S656,0
Inv1997,P7449,S398,61
Inv1998,P3572,S948,86
Inv1999,P1007,S884,48
Inv2000,P4338,S864,80
Inv2001,P2457,S888,45
Inv2002,P4219,S19,33
Inv2003,P6114,S294,74
Inv2004,P5296,S852,55
Inv2005,P5495,S917,17
Inv2006,P1736,S573,20
Inv2007,P7579,S393,91
Inv2008,P2988,S417,28
Inv2009,P7107,S928,76
Inv2010,P6983,S591,7
Inv2011,P7527,S853,85
Inv2012,P9235,S752,80
Inv2013,P5061,S595,81
Inv2014,P1666,S41,27
Inv2015,P6318,S111,6
Inv2016,P7992,S829,76
Inv2017,P8356,S378,50
Inv2018,P5758,S752,43
Inv2019,P3681,S727,61
Inv2020,P3863,S110,64
Inv2021,P2576,S721,65
Inv2022,P1854,S236,75
Inv2023,P4959,S952,86
Inv2024,P4576,S109,77
Inv2025,P7465,S424,78
Inv2026,P8867,S827,23
Inv2027,P8186,S684,96
Inv2028,P7836,S268,11
Inv2029,P5800,S314,73
Inv2030,P7050,S198,97
Inv2031,P1425,S554,20
Inv2032,P8086,S802,17
Inv2033,P4751,S197,46
Inv2034,P7220,S191,79
Inv2035,P5538,S905,50
Inv2036,P3894,S376,89
Inv2037,P6844,S541,85
Inv2038,P4407,S745,15
Inv2039,P1987,S250,91
Inv2040,P8457,S405,100
Inv2041,P9468,S577,84
Inv2042,P3634,S467,37
Inv2043,P5222,S944,24
Inv2044,P2974,S616,43
Inv2045,P4580,S811,86
Inv2046,P6609,S231,65
Inv2047,P4171,S971,21
Inv2048,P9508,S375,44
Inv2049,P6592,S689,80
Inv2050,P6718,S481,66
Inv2051,P1212,S880,98
Inv2052,P8603,S505,23
Inv2053,P4256,S921,0
Inv2054,P2154,S904,98
Inv2055,P4431,S873,98
Inv2056,P6373,S482,31
Inv2057,P4306,S524,37
Inv2058,P4914,S574,25
Inv2059,P7544,S386,73
Inv2060,P9178,S941,17
Inv2061,P2047,S430,56
Inv2062,P2888,S920,69
Inv2063,P3523,S47,24
Inv2064,P7781,S241,86
Inv2065,P5096,S629,47
Inv2066,P8589,S113,17
Inv2067,P8326,S835,73
Inv2068,P6283,S402,25
Inv2069,P4457,S886,49
Inv2070,P4946,S460,48
Inv2071,P4443,S525,66
Inv2072,P8223,S112,57
Inv2073,P2563,S852,80
Inv2074,P2306,S551,58
Inv2075,P1335,S990,0
Inv2076,P1049,S667,60
Inv2077,P7456,S780,29
Inv2078,P4034,S175,73
Inv2079,P2450,S954,43
Inv2080,P2066,S859,73
Inv2081,P3539,S691,72
Inv2082,P3570,S769,14
Inv2083,P3625,S962,83
Inv2084,P7543,S843,13
Inv2085,P1110,S688,43
Inv2086,P1156,S826,78
Inv2087,P3922,S320,90
Inv2088,P6271,S821,92
Inv2089,P8318,S153,53
Inv2090,P5347,S422,78
Inv2091,P4597,S888,67
Inv2092,P9726,S126,28
Inv2093,P6060,S388,62
Inv2094,P6383,S133,50
Inv2095,P2899,S774,91
Inv2096,P1685,S294,15
Inv2097,P5580,S665,39
Inv2098,P3842,S617,9
Inv2099,P3657,S241,50
Inv2100,P6640,S229,6
Inv2101,P4281,S342,51
Inv2102,P5175,S250,42
Inv2103,P9915,S530,99
Inv2104,P3812,S318,60
Inv2105,P1891,S369,29
Inv2106,P1823,S571,14
Inv2107,P1018,S334,21
Inv2108,P2306,S347,13
Inv2109,P8025,S311,19
Inv2110,P6275,S240,84
Inv2111,P6625,S405,97
Inv2112,P3357,S897,82
Inv2113,P8790,S70,83
Inv2114,P9865,S635,12
Inv2115,P7026,S381,45
Inv2116,P2394,S717,28
Inv2117,P2199,S138,83
Inv2118,P8614,S21,40
Inv2119,P1700,S79,56
Inv2120,P9096,S903,95
Inv2121,P6238,S661,81
Inv2122,P8668,S933,37
Inv2123,P6011,S592,67
Inv2124,P7402,S442,100
Inv2125,P5602,S637,17
Inv2126,P1064,S74,97
Inv2127,P8112,S127,51
Inv2128,P3041,S234,31
Inv2129,P6440,S700,64
Inv2130,P5009,S565,9
Inv2131,P8215,S678,50
Inv2132,P7028,S486,15
Inv2133,P1970,S371,7
Inv2134,P6861,S523,10
Inv2135,P4415,S723,24
Inv2136,P2941,S353,30
Inv2137,P5153,S865,34
Inv2138,P6718,S743,31
Inv2139,P9776,S615,68
Inv2140,P5387,S492,34
Inv2141,P7268,S484,62
Inv2142,P7332,S618,44
Inv2143,P6458,S809,77
Inv2144,P1888,S210,47
Inv2145,P1360,S517,28
Inv2146,P9562,S453,42
Inv2147,P5377,S304,91
Inv2148,P8713,S695,63
Inv2149,P2743,S632,12
Inv2150,P9968,S818,26
Inv2151,P5147,S287,49
Inv2152,P7143,S507,13
Inv2153,P5397,S890,82
Inv2154,P8100,S453,9
Inv2155,P9969,S108,65
Inv2156,P2345,S25,91
Inv2157,P9474,S654,99
Inv2158,P8910,S946,50
Inv2159,P9070,S742,16
Inv2160,P4626,S471,28
Inv2161,P5204,S350,25
Inv2162,P7061,S488,72
Inv2163,P3183,S573,61
Inv2164,P9162,S768,5
Inv2165,P9224,S501,81
Inv2166,P1701,S839,58
Inv2167,P3162,S10,71
Inv2168,P5377,S469,22
Inv2169,P2722,S738,72
Inv2170,P3473,S505,59
Inv2171,P3729,S729,43
Inv2172,P1077,S514,36
Inv2173,P3699,S926,39
Inv2174,P6081,S734,6
Inv2175,P6929,S927,94
Inv2176,P4325,S748,37
Inv2177,P7058,S986,53
Inv2178,P8932,S370,88
Inv2179,P9734,S565,36
Inv2180,P8524,S966,34
Inv2181,P1218,S383,11
Inv2182,P1919,S713,36
Inv2183,P3223,S444,21
Inv2184,P1309,S601,67
Inv2185,P8990,S71,16
Inv2186,P5367,S851,2
Inv2187,P9370,S159,35
Inv2188,P7378,S119,89
Inv2189,P5126,S658,0
Inv2190,P9886,S430,95
Inv2191,P5872,S16,10
Inv2192,P9811,S285,9
Inv2193,P1266,S768,36
Inv2194,P5038,S900,77
Inv2195,P9170,S250,83
Inv2196,P5483,S92,8
Inv2197,P3699,S456,12
Inv2198,P2358,S525,52
Inv2199,P6380,S786,65
Inv2200,P9623,S282,55
Inv2201,P9694,S230,70
Inv2202,P8615,S249,29
Inv2203,P1460,S931,28
Inv2204,P8638,S117,61
Inv2205,P4522,S199,54
Inv2206,P4231,S694,71
Inv2207,P2647,S437,49
Inv2208,P8940,S133,23
Inv2209,P5066,S531,49
Inv2210,P2238,S563,78
Inv2211,P5908,S706,0
Inv2212,P8642,S60,46
Inv2213,P5300,S264,9
Inv2214,P1975,S540,72
Inv2215,P4567,S479,85
Inv2216,P6217,S123,48
Inv2217,P2476,S136,72
Inv2218,P8880,S541,63
Inv2219,P3759,S185,52
Inv2220,P2074,S313,27
Inv2221,P5840,S567,20
Inv2222,P5135,S174,37
Inv2223,P2068,S411,27
Inv2224,P8174,S393,43
Inv2225,P6748,S164,25
Inv2226,P1508,S748,8
Inv2227,P2653,S979,69
Inv2228,P2149,S779,99
Inv2229,P4527,S715,74
Inv2230,P6448,S833,7
Inv2231,P9572,S223,32
Inv2232,P7718,S201,82
Inv2233,P8535,S62,36
Inv2234,P4382,S199,56
Inv2235,P8616,S519,94
Inv2236,P3083,S311,82
Inv2237,P2372,S146,89
Inv2238,P2037,S971,77
Inv2239,P6319,S923,68
Inv2240,P7392,S474,78
Inv2241,P4974,S621,13
Inv2242,P9759,S724,48
Inv2243,P7926,S192,4
Inv2244,P6847,S750,42
Inv2245,P3410,S346,42
Inv2246,P1674,S934,48
Inv2247,P5246,S30,59
Inv2248,P4697,S208,72
Inv2249,P8029,S14,63
Inv2250,P6002,S318,56
Inv2251,P8673,S514,37
Inv2252,P4583,S262,65
Inv2253,P7450,S344,50
Inv2254,P2816,S282,12
Inv2255,P9574,S375,0
Inv2256,P3827,S352,66
Inv2257,P4733,S290,31
Inv2258,P1823,S800,45
Inv2259,P9940,S527,50
Inv2260,P1334,S724,3
Inv2261,P7454,S610,81
Inv2262,P2263,S24,26
Inv2263,P9259,S402,76
Inv2264,P3365,S43,58
Inv2265,P1573,S804,74
Inv2266,P3542,S1000,71
Inv2267,P4207,S681,27
Inv2268,P4285,S236,47
Inv2269,P4240,S330,8
Inv2270,P6158,S315,14
Inv2271,P1200,S560,64
Inv2272,P3935,S241,25
Inv2273,P9188,S133,39
Inv2274,P7062,S973,23
Inv2275,P9337,S744,31
Inv2276,P6728,S747,4
Inv2277,P9715,S703,57
Inv2278,P4513,S159,17
Inv2279,P2915,S437,20
Inv2280,P4040,S24,73
Inv2281,P8013,S414,14
Inv2282,P2259,S395,7
Inv2283,P4027,S969,82
Inv2284,P6153,S988,27
Inv2285,P4583,S568,40
Inv2286,P9993,S269,86
Inv2287,P1132,S346,29
Inv2288,P4664,S463,58
Inv2289,P8544,S546,97
Inv2290,P2345,S396,13
Inv2291,P8118,S154,83
Inv2292,P9912,S457,21
Inv2293,P1424,S160,82
Inv2294,P5560,S747,87
Inv2295,P6741,S786,67
Inv2296,P2109,S641,14
Inv2297,P9391,S166,100
Inv2298,P6116,S454,68
Inv2299,P4616,S850,77
Inv2300,P4921,S81,33
Inv2301,P6281,S191,37
Inv2302,P8999,S552,12
Inv2303,P4391,S369,82
Inv2304,P3982,S46,5
Inv2305,P2274,S473,53
Inv2306,P7926,S673,35
Inv2307,P1248,S173,98
Inv2308,P4731,S936,29
Inv2309,P4397,S753,88
Inv2310,P5210,S996,94
Inv2311,P5984,S859,40
Inv2312,P5876,S748,86
Inv2313,P9208,S834,77
Inv2314,P3420,S315,48
Inv2315,P9869,S497,33
Inv2316,P8677,S759,0
Inv2317,P1058,S596,37
Inv2318,P6547,S853,46
Inv2319,P7553,S71,11
Inv2320,P4425,S663,27
Inv2321,P1684,S521,30
Inv2322,P2587,S471,45
Inv2323,P8274,S897,73
Inv2324,P3656,S586,49
Inv2325,P5576,S161,66
Inv2326,P6952,S803,2
Inv2327,P9295,S573,40
Inv2328,P3109,S717,84
Inv2329,P1510,S279,28
Inv2330,P6189,S6,70
Inv2331,P8091,S948,7
Inv2332,P3169,S332,45
Inv2333,P6814,S682,10
Inv2334,P7484,S22,16
Inv2335,P3725,S507,28
Inv2336,P6187,S529,5
Inv2337,P6162,S2,88
Inv2338,P9349,S714,63
Inv2339,P8156,S401,28
Inv2340,P1597,S442,74
Inv2341,P7796,S974,68
Inv2342,P3414,S83,97
Inv2343,P8512,S596,26
Inv2344,P3875,S296,73
Inv2345,P7672,S666,90
Inv2346,P4748,S156,51
Inv2347,P7830,S514,89
Inv2348,P5939,S214,54
Inv2349,P1292,S291,87
Inv2350,P6377,S528,88
Inv2351,P3195,S463,53
Inv2352,P5684,S474,63
Inv2353,P6616,S467,97
Inv2354,P5453,S579,83
Inv2355,P3257,S747,92
Inv2356,P1480,S652,20
Inv2357,P9154,S772,93
Inv2358,P1200,S799,85
Inv2359,P9483,S947,27
Inv2360,P9671,S175,66
Inv2361,P6267,S320,49
Inv2362,P6667,S999,89
Inv2363,P8658,S486,83
Inv2364,P2887,S272,42
Inv2365,P6692,S180,46
Inv2366,P9767,S515,86
Inv2367,P4913,S266,11
Inv2368,P3473,S88,80
Inv2369,P8190,S202,52
Inv2370,P4348,S739,30
Inv2371,P6383,S575,28
Inv2372,P6312,S464,28
Inv2373,P9659,S589,44
Inv2374,P5138,S1,48
Inv2375,P4945,S960,70
Inv2376,P2804,S625,38
Inv2377,P8583,S441,15
Inv2378,P9252,S484,59
Inv2379,P6431,S775,20
Inv2380,P5579,S784,93
Inv2381,P4753,S848,64
Inv2382,P7229,S100,6
Inv2383,P6671,S113,14
Inv2384,P4085,S67,97
Inv2385,P3716,S149,5
Inv2386,P6284,S599,64
Inv2387,P3581,S998,13
Inv2388,P3847,S463,37
Inv2389,P7723,S350,76
Inv2390,P2255,S920,18
Inv2391,P3314,S739,0
Inv2392,P5933,S887,67
Inv2393,P2189,S935,72
Inv2394,P6492,S345,16
Inv2395,P8224,S238,48
Inv2396,P3517,S72,20
Inv2397,P7182,S462,29
Inv2398,P5609,S853,32
Inv2399,P3711,S609,62
Inv2400,P4738,S256,45
Inv2401,P8393,S246,54
Inv2402,P2487,S786,95
Inv2403,P4111,S280,95
Inv2404,P3843,S295,9
Inv2405,P5820,S104,49
Inv2406,P3484,S65,14
Inv2407,P8153,S334,32
Inv2408,P8618,S546,66
Inv2409,P4023,S43,48
Inv2410,P4986,S872,17
Inv2411,P8736,S909,0
Inv2412,P5645,S49,19
Inv2413,P8353,S267,99
Inv2414,P6673,S740,25
Inv2415,P3198,S521,82
Inv2416,P1617,S402,45
Inv2417,P5026,S930,97
Inv2418,P7351,S738,95
Inv2419,P3008,S656,55
Inv2420,P1656,S623,28
Inv2421,P4010,S103,46
Inv2422,P7325,S296,13
Inv2423,P8154,S32,46
Inv2424,P9363,S548,91
Inv2425,P8287,S527,36
Inv2426,P6559,S702,47
Inv2427,P4619,S468,60
Inv2428,P3256,S584,32
Inv2429,P2489,S512,29
Inv2430,P9488,S123,34
Inv2431,P6178,S70,15
Inv2432,P5579,S662,51
Inv2433,P3946,S486,48
Inv2434,P1554,S935,71
Inv2435,P8589,S45,59
Inv2436,P6827,S394,84
Inv2437,P7133,S497,56
Inv2438,P7753,S371,37
Inv2439,P4084,S589,2
Inv2440,P5022,S196,33
Inv2441,P3838,S420,44
Inv2442,P4520,S318,96
Inv2443,P6269,S339,70
Inv2444,P4821,S539,77
Inv2445,P4097,S89,24
Inv2446,P7461,S181,82
Inv2447,P1312,S329,69
Inv2448,P7894,S232,23
Inv2449,P7427,S221,15
Inv2450,P9186,S473,97
Inv2451,P4540,S939,44
Inv2452,P3674,S74,17
Inv2453,P3407,S42,33
Inv2454,P9626,S191,44
Inv2455,P5257,S243,85
Inv2456,P4766,S365,100
Inv2457,P8195,S378,91
Inv2458,P7477,S929,53
Inv2459,P5985,S533,98
Inv2460,P4274,S956,10
Inv2461,P1035,S591,27
Inv2462,P7833,S965,15
Inv2463,P3193,S896,91
Inv2464,P1302,S734,45
Inv2465,P5403,S924,98
Inv2466,P6323,S935,76
Inv2467,P5738,S819,58
Inv2468,P2349,S854,37
Inv2469,P2718,S568,52
Inv2470,P3665,S978,81
Inv2471,P6814,S385,76
Inv2472,P4531,S351,14
Inv2473,P9069,S723,31
Inv2474,P6489,S640,28
Inv2475,P4570,S230,19
Inv2476,P6233,S372,25
Inv2477,P5961,S241,32
Inv2478,P6894,S947,78
Inv2479,P6673,S874,49
Inv2480,P4043,S529,88
Inv2481,P4403,S872,75
Inv2482,P3321,S795,96
Inv2483,P6391,S886,55
Inv2484,P4428,S105,22
Inv2485,P5836,S6,31
Inv2486,P3650,S155,59
Inv2487,P7148,S718,51
Inv2488,P8039,S312,44
Inv2489,P8017,S87,21
Inv2490,P1056,S785,97
Inv2491,P7396,S931,65
Inv2492,P2558,S915,71
Inv2493,P5852,S431,87
Inv2494,P7173,S240,79
Inv2495,P9719,S9,39
Inv2496,P6627,S447,31
Inv2497,P5475,S565,68
Inv2498,P9559,S625,0
Inv2499,P7941,S753,61
Inv2500,P2255,S82,91
Inv2501,P1601,S744,69
Inv2502,P2935,S582,35
Inv2503,P7219,S234,44
Inv2504,P5717,S481,47
Inv2505,P6040,S736,26
Inv2506,P5253,S143,85
Inv2507,P2935,S997,88
Inv2508,P2555,S241,54
Inv2509,P7803,S562,82
Inv2510,P5123,S736,65
Inv2511,P3445,S11,55
Inv2512,P5714,S520,97
Inv2513,P8641,S736,44
Inv2514,P3557,S465,82
Inv2515,P7549,S790,56
Inv2516,P5337,S786,29
Inv2517,P3499,S20,87
Inv2518,P9704,S891,37
Inv2519,P6325,S905,65
Inv2520,P7819,S529,1
Inv2521,P9126,S478,53
Inv2522,P7565,S99,65
Inv2523,P8847,S816,16
Inv2524,P1454,S291,88
Inv2525,P3194,S786,8
Inv2526,P6094,S798,0
Inv2527,P2468,S749,97
Inv2528,P2515,S714,75
Inv2529,P1035,S145,82
Inv2530,P3294,S222,96
Inv2531,P9665,S10,95
Inv2532,P7264,S655,41
Inv2533,P3220,S741,20
Inv2534,P2010,S352,88
Inv2535,P7430,S620,70
Inv2536,P9393,S51,25
Inv2537,P6239,S796,41
Inv2538,P9756,S134,55
Inv2539,P4677,S736,21
Inv2540,P9919,S530,64
Inv2541,P3292,S135,5
Inv2542,P4332,S182,41
Inv2543,P2354,S334,18
Inv2544,P1153,S909,8
Inv2545,P6636,S735,7
Inv2546,P8171,S103,45
Inv2547,P9836,S706,29
Inv2548,P9504,S387,7
Inv2549,P5441,S189,81
Inv2550,P2222,S220,38
Inv2551,P2154,S794,55
Inv2552,P8907,S409,69
Inv2553,P2587,S318,41
Inv2554,P1005,S218,83
Inv2555,P5035,S849,66
Inv2556,P2034,S31,92
Inv2557,P4311,S715,56
Inv2558,P5535,S121,10
Inv2559,P4622,S39,38
Inv2560,P6115,S125,90
Inv2561,P5754,S75,2
Inv2562,P8440,S310,82
Inv2563,P7791,S583,94
Inv2564,P6187,S448,12
Inv2565,P8469,S272,85
Inv2566,P2410,S211,29
Inv2567,P7488,S579,27
Inv2568,P1677,S625,86
Inv2569,P9331,S366,71
Inv2570,P5423,S221,51
Inv2571,P3028,S3,28
Inv2572,P6980,S228,75
Inv2573,P5126,S499,39
Inv2574,P8898,S758,7
Inv2575,P9600,S745,18
Inv2576,P6704,S686,46
Inv2577,P5529,S139,9
Inv2578,P4069,S714,83
Inv2579,P6391,S431,38
Inv2580,P9040,S684,54
Inv2581,P5627,S468,82
Inv2582,P9262,S837,28
Inv2583,P9147,S893,92
Inv2584,P2049,S154,72
Inv2585,P7318,S718,87
Inv2586,P3090,S76,51
Inv2587,P3185,S824,37
Inv2588,P1680,S522,24
Inv2589,P8951,S66,85
Inv2590,P2188,S981,7
Inv2591,P8942,S156,18
Inv2592,P8854,S884,63
Inv2593,P4638,S168,81
Inv2594,P9058,S584,10
Inv2595,P6397,S451,80
Inv2596,P9569,S137,13
Inv2597,P9580,S839,74
Inv2598,P2623,S644,19
Inv2599,P8316,S531,65
Inv2600,P8146,S912,61
Inv2601,P9594,S253,96
Inv2602,P7505,S774,1
Inv2603,P6610,S455,27
Inv2604,P8065,S9,81
Inv2605,P6107,S970,49
Inv2606,P3057,S235,28
Inv2607,P9458,S112,30
Inv2608,P7782,S11,14
Inv2609,P6777,S258,83
Inv2610,P7625,S455,14
Inv2611,P5350,S758,87
Inv2612,P2139,S73,33
Inv2613,P7149,S548,20
Inv2614,P2478,S70,20
Inv2615,P9228,S261,54
Inv2616,P5158,S280,81
Inv2617,P1016,S189,70
Inv2618,P9417,S127,64
Inv2619,P1078,S61,49
Inv2620,P9446,S596,4
Inv2621,P3860,S335,100
Inv2622,P9036,S508,67
Inv2623,P4205,S652,96
Inv2624,P5213,S692,88
Inv2625,P2415,S269,78
Inv2626,P8162,S654,40
Inv2627,P3502,S804,29
Inv2628,P1187,S888,30
Inv2629,P1652,S142,7
Inv2630,P2025,S713,87
Inv2631,P3286,S627,33
Inv2632,P7267,S41,27
Inv2633,P8571,S127,96
Inv2634,P7369,S268,37
Inv2635,P4611,S412,53
Inv2636,P3793,S731,71
Inv2637,P6783,S423,49
Inv2638,P6566,S385,57
Inv2639,P4490,S577,32
Inv2640,P4105,S347,72
Inv2641,P5526,S813,40
Inv2642,P3639,S946,13
Inv2643,P1814,S805,99
Inv2644,P2149,S418,89
Inv2645,P3778,S723,5
Inv2646,P1797,S299,59
Inv2647,P5526,S708,62
Inv2648,P3642,S144,42
Inv2649,P7533,S486,10
Inv2650,P6433,S821,29
Inv2651,P6731,S553,3
Inv2652,P4078,S121,5
Inv2653,P7426,S178,57
Inv2654,P7335,S852,38
Inv2655,P6724,S509,47
Inv2656,P4984,S488,17
Inv2657,P8169,S708,86
Inv2658,P5993,S681,56
Inv2659,P7405,S495,54
Inv2660,P5575,S475,95
Inv2661,P6748,S326,2
Inv2662,P5372,S502,59
Inv2663,P5390,S272,29
Inv2664,P6594,S967,88
Inv2665,P3596,S500,73
Inv2666,P3494,S334,61
Inv2667,P5257,S436,51
Inv2668,P7151,S481,95
Inv2669,P8296,S167,69
Inv2670,P7849,S591,18
Inv2671,P6327,S881,31
Inv2672,P1486,S501,28
Inv2673,P2659,S913,61
Inv2674,P1786,S457,62
Inv2675,P2709,S196,63
Inv2676,P4626,S625,73
Inv2677,P8423,S52,67
Inv2678,P8549,S129,82
Inv2679,P2866,S273,9
Inv2680,P4589,S693,95
Inv2681,P6775,S908,21
Inv2682,P5732,S696,87
Inv2683,P3501,S139,19
Inv2684,P7059,S533,8
Inv2685,P5837,S241,88
Inv2686,P7171,S962,81
Inv2687,P3356,S726,18
Inv2688,P2029,S823,43
Inv2689,P8003,S188,58
Inv2690,P6757,S855,97
Inv2691,P7645,S270,54
Inv2692,P2069,S925,14
Inv2693,P6134,S924,94
Inv2694,P8109,S2,55
Inv2695,P8479,S372,18
Inv2696,P8569,S748,89
Inv2697,P1360,S99,33
Inv2698,P7171,S243,69
Inv2699,P8669,S581,26
Inv2700,P2725,S503,95
Inv2701,P7966,S327,23
Inv2702,P8711,S828,40
Inv2703,P8037,S62,73
Inv2704,P8541,S635,86
Inv2705,P3057,S697,22
Inv2706,P7452,S621,66
Inv2707,P4934,S399,23
Inv2708,P3305,S966,33
Inv2709,P6108,S828,5
Inv2710,P6811,S116,36
Inv2711,P9734,S973,28
Inv2712,P6942,S963,28
Inv2713,P3135,S506,13
Inv2714,P3507,S444,40
Inv2715,P6700,S157,86
Inv2716,P3534,S749,36
Inv2717,P4526,S199,81
Inv2718,P1307,S964,47
Inv2719,P8945,S882,8
Inv2720,P8135,S743,2
Inv2721,P4671,S230,60
Inv2722,P3447,S531,45
Inv2723,P8053,S114,79
Inv2724,P7778,S258,79
Inv2725,P7070,S528,17
Inv2726,P5483,S808,69
Inv2727,P4890,S606,64
Inv2728,P8958,S316,15
Inv2729,P2143,S987,44
Inv2730,P3630,S276,48
Inv2731,P1395,S77,14
Inv2732,P5964,S55,61
Inv2733,P6392,S449,31
Inv2734,P9445,S572,33
Inv2735,P6011,S18,17
Inv2736,P1948,S554,94
Inv2737,P6643,S864,5
Inv2738,P9800,S271,5
Inv2739,P4429,S883,75
Inv2740,P5919,S759,42
Inv2741,P8034,S653,7
Inv2742,P8683,S564,11
Inv2743,P6091,S795,36
Inv2744,P3122,S561,23
Inv2745,P1362,S789,99
Inv2746,P7115,S947,9
Inv2747,P3275,S603,87
Inv2748,P3869,S260,24
Inv2749,P3632,S341,29
Inv2750,P6656,S780,71
Inv2751,P6265,S411,13
Inv2752,P5598,S731,5
Inv2753,P5267,S11,33
Inv2754,P2782,S995,78
Inv2755,P3319,S185,78
Inv2756,P4030,S716,24
Inv2757,P1395,S773,21
Inv2758,P9838,S664,26
Inv2759,P5726,S780,12
Inv2760,P7113,S746,50
Inv2761,P1570,S610,25
Inv2762,P5198,S121,51
Inv2763,P9097,S69,96
Inv2764,P7760,S603,71
Inv2765,P4195,S457,88
Inv2766,P8191,S180,69
Inv2767,P9536,S352,74
Inv2768,P5365,S810,16
Inv2769,P7348,S318,52
Inv2770,P3163,S290,0
Inv2771,P9471,S149,35
Inv2772,P1466,S274,59
Inv2773,P5273,S474,95
Inv2774,P7077,S292,83
Inv2775,P1430,S882,83
Inv2776,P5385,S921,25
Inv2777,P5075,S993,14
Inv2778,P8838,S561,19
Inv2779,P3542,S251,17
Inv2780,P7256,S89,92
Inv2781,P6941,S858,95
Inv2782,P1376,S526,72
Inv2783,P5276,S207,59
Inv2784,P8439,S776,17
Inv2785,P5668,S920,13
Inv2786,P1676,S643,87
Inv2787,P3256,S784,0
Inv2788,P3996,S859,4
Inv2789,P1421,S756,9
Inv2790,P1969,S347,77
Inv2791,P6368,S96,42
Inv2792,P1373,S600,13
Inv2793,P5080,S834,34
Inv2794,P6447,S483,53
Inv2795,P9828,S615,36
Inv2796,P3623,S556,20
Inv2797,P9071,S580,6
Inv2798,P8363,S597,55
Inv2799,P5879,S500,62
Inv2800,P5931,S177,33
Inv2801,P1925,S423,81
Inv2802,P2349,S978,73
Inv2803,P9671,S595,75
Inv2804,P5967,S99,81
Inv2805,P5532,S833,2
Inv2806,P2815,S541,46
Inv2807,P3101,S930,55
Inv2808,P4814,S677,60
Inv2809,P8217,S623,95
Inv2810,P5388,S238,50
Inv2811,P4135,S154,47
Inv2812,P3613,S961,100
Inv2813,P9753,S895,98
Inv2814,P5755,S956,49
Inv2815,P7079,S105,48
Inv2816,P4970,S721,11
Inv2817,P6209,S796,34
Inv2818,P3204,S776,43
Inv2819,P2733,S183,3
Inv2820,P8547,S685,38
Inv2821,P4393,S198,90
Inv2822,P4227,S950,13
Inv2823,P9560,S1,78
Inv2824,P5672,S691,97
Inv2825,P8028,S157,53
Inv2826,P4197,S326,59
Inv2827,P8149,S560,76
Inv2828,P7545,S400,62
Inv2829,P5704,S211,76
Inv2830,P3846,S511,46
Inv2831,P1772,S163,66
Inv2832,P7523,S937,95
Inv2833,P3446,S173,69
Inv2834,P5538,S357,4
Inv2835,P8528,S454,90
Inv2836,P9941,S585,49
Inv2837,P9726,S146,81
Inv2838,P7778,S905,2
Inv2839,P9571,S440,99
Inv2840,P1690,S193,20
Inv2841,P2712,S699,47
Inv2842,P3442,S222,58
Inv2843,P9553,S857,33
Inv2844,P6550,S55,61
Inv2845,P9644,S786,67
Inv2846,P2599,S688,11
Inv2847,P3693,S375,56
Inv2848,P1113,S904,92
Inv2849,P7777,S778,24
Inv2850,P4585,S831,98
Inv2851,P9163,S710,61
Inv2852,P7363,S388,62
Inv2853,P2704,S552,96
Inv2854,P4246,S305,90
Inv2855,P8291,S2,73
Inv2856,P9519,S439,18
Inv2857,P9780,S98,38
Inv2858,P8169,S68,68
Inv2859,P6729,S325,4
